revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
1372646766,20,q61006$B73B0F05-2192-4332-80FB-8CCD5362A116,place of death,Helene Mayer,"""Q1726""",Munich,"""Q2966""",Heidelberg,property_value_update,"capital and most populous city of Bavaria, Germany","large city in Baden-Württemberg, Germany",property_value_update
1278601659,1884,Q181243$1ABA006D-EAEF-4999-928D-C3D51B1F8B9C,hair color,Agyness Deyn,"""Q202466""",blond hair,"""Q2367101""",brown hair,property_value_update,human hair color,human hair color,property_value_update
144343690,31,Q42235$49675429-4E38-4C3F-ACC1-20FD192FF28A,instance of,Abuwtiyuw,"""Q5""",human,"""Q144""",dog,property_value_update,"any member of Homo sapiens, unique extant species of the genus Homo",domestic animal,property_value_update
1966730894,27,q90720$D0911196-A185-4A72-9130-AEC33C28CA64,country of citizenship,Mathilde Franziska Anneke,"""Q183""",Germany,"""Q27306""",Kingdom of Prussia,property_value_update,country in Central Europe,"former European state (1701–1918), part of the German Empire after 1871",property_value_update
1506523182,31,Q154091$B48E7C9D-07B3-4F67-8FFA-0E8410427E4B,instance of,Zimmermann telegram,"""Q1168233""",The Letter,"""Q1522225""",telegram,property_value_update,1940 film directed by William Wyler,message sent by telegraph,property_value_update
498105072,27,q76802$0D8A1342-46B6-442D-9D89-073F3154DEB9,country of citizenship,Adelaide of Italy,"""Q183""",Germany,"""Q530670""",Kingdom of Burgundy,property_value_update,country in Central Europe,history of all the kingdoms and others states named Burgundy,property_value_update
507937182,413,Q220998$924fa053-4451-db14-ae05-75204289c705,position played on team / speciality,Tom Boonen,"""Q533097""",cycling sprinter,"""Q2976603""",classic,property_value_update,type of road racing cyclist,outstanding example of a particular style,property_value_update
212626024,123,Q332697$D103028E-7F67-4992-AD3B-4FC5E0D59014,publisher,Terraria,"""Q2068658""",505 Games,"""Q31072""",505,property_value_update,video game publishing division of Digital Bros,year,property_value_update
6084088,25,q20875$BD6C2C80-4F4C-4ED6-84C3-5ED6408BF490,mother,Edward VII,"""Q235199""",Queen Victoria,"""Q9439""",Victoria,property_value_update,Wikimedia disambiguation page,Queen of the United Kingdom from 1837 to 1901,property_value_update
5790964,27,q1001$9D56D3E7-3EB3-4515-A54F-621A5A3A1775,country of citizenship,Mahatma Gandhi,"""Q876323""",Indian Airlines,"""Q3111799""",Indian,property_value_update,"defunct airline based in Delhi, India",1996 Tamil film directed by S. Shankar,property_value_update
48165876,103,q41309$8c8d7aaf-434d-7a48-e1d9-299841153e22,native language,Franz Liszt,"""Q9067""",Hungarian,"""Q188""",German,property_value_update,Uralic language,West Germanic language spoken mainly in Central Europe,property_value_update
1308160232,156,Q64909$8bb1ce57-4779-253b-22ba-771596450edd,followed by,field marshal-lieutenant,"""Q481303""",general,"""Q94769917""",generalmajor,property_value_update,highest rank of the German Army and German Air Force,"military rank in the 19th century, Austria-Hungary",property_value_update
243907358,19,q78530$A2B873CB-6C39-4D3E-B00F-D58904A7077F,place of birth,Viktor Ullmann,"""Q28513""",Austria–Hungary,"""Q278877""",Český Těšín,property_value_update,1867–1918 empire in Central Europe,Czech town,property_value_update
12173584,138,q178655$64A7CB25-4684-4B6E-B231-D060EBA982F4,named after,Moore's law,"""Q5585577""",Archibald Gordon Henry Wilson Moore,"""Q243969""",Gordon Moore,property_value_update,Royal Navy admiral (1862–1934),"American businessman, co-founder of Intel Corporation (1929–2023)",property_value_update
5790966,17,q141423$9C9309FB-EFF8-46BF-BC4D-E0E49B4E05D5,country,Suvereto,"""Q2604149""",Italy Pavilion,"""Q38""",Italy,property_value_update,pavilion of World Showcase in Epcot,country in Southern Europe,property_value_update
1984708006,31,Q33298$5e769a8b-4e88-b1f7-981e-33ae2c1570b3,instance of,Filipino,"""Q25295""",language family,"""Q11990179""",multiethnolect,property_value_update,group of languages related through descent from a common ancestor,sociolinguistic term,property_value_update
1347860988,509,Q230824$F437D92E-1AEA-4D98-9CFB-16B5578180E5,cause of death,Gia Carangi,"""Q4651894""",death from AIDS-related complications,"""Q12199""",AIDS,property_value_update,cause of death,spectrum of conditions caused by HIV infection,property_value_update
5856463,31,q131071$AF23D9B7-C3B1-4CF8-8C4F-F4BF854473D1,instance of,Willamette River,"""Q2407965""",The River,"""Q4022""",river,property_value_update,American television series,larger natural watercourse,property_value_update
479320299,27,Q380085$49859F4B-A821-4D4B-B4D6-E4265092175E,country of citizenship,Theodor Kittelsen,"""Q20""",Norway,"""Q35""",Denmark,property_value_update,country in Northern Europe,country in Northern Europe and America,property_value_update
6283034,17,q327$FC73D941-B473-4BE4-8289-A496C3DEDE85,country,Brittany,"""Q546607""",SS France,"""Q142""",France,property_value_update,passenger ship built in 1962,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)",property_value_update
622922577,27,Q28630$C594F2F4-432B-43BE-8A20-7FC9F910F8A2,country of citizenship,Hermannus Alemannus,"""Q29""",Spain,"""Q12548""",Holy Roman Empire,property_value_update,country in southwestern Europe with territories in Africa,multi-ethnic complex of territories in Western and Central Europe (800/962–1806),property_value_update
1536600404,47,Q3680$29f2dbbf-40e4-c969-015e-4ac2926a7d7d,shares border with,Krasnodar Krai,"""Q31354462""",Republic of Abkhazia,"""Q23334""",Abkhazia,property_value_update,state with limited recognition in the Caucasus,dispute region in the South Caucasus,property_value_update
2021375494,1889,Q169276$24574438-0610-4D68-93C7-3E0E3BE9D361,different from,Allgäu,"""Q1744482""",Planungsregion Allgäu,"""Q1739832""",Allgäu,property_value_update,"region of Bavaria, Germany",Wikimedia disambiguation page,property_value_update
12025362,20,q435716$EF5EE830-D64A-4006-9169-F0265B6D6A3D,place of death,"Thomas John Watson, Sr.","""Q7013125""",New York City (You're a Woman),"""Q7013127""",New York City,property_value_update,1971 studio album by Al Kooper,band,property_value_update
1452806522,437,Q286723$91f88cef-492a-3988-a305-c9681c40adb4,distribution format,ABBA Live,"""Q221""",North Macedonia,"""Q149757""",compact cassette,property_value_update,country in southeastern Europe,magnetic tape recording format for audio recording and playback,property_value_update
6063681,47,q29$3C2257DC-5290-442A-9356-2F6C61A8C0F6,shares border with,Spain,"""Q47774""",France men's national association football team,"""Q142""",France,property_value_update,national association football team representing France,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)",property_value_update
1383371068,551,Q230299$06b0c417-4038-b195-d6f6-861a6dd81e7f,residence,Nellie Bly,"""Q29""",Spain,"""Q1384""",New York,property_value_update,country in southwestern Europe with territories in Africa,state of the United States of America,property_value_update
10491614,20,q368862$87B555CF-4371-43FB-9E6D-EF30FA694A7C,place of death,Khaqani,"""Q6509769""",Category:Tabriz,"""Q80053""",Tabriz,property_value_update,Wikimedia category,"city in East Azerbaijan Province, Iran",property_value_update
1303533292,749,Q67$431113ae-4421-7d31-c41f-7e6aa329d167,parent organization,Airbus,"""Q2311""",Airbus SE,"""Q67""",Airbus,property_value_update,pan-European aerospace and defence group,"European aircraft manufacturer, subsidiary of Airbus SE",property_value_update
173571891,106,Q347744$375f0e97-4a9b-54bb-f745-08b0708a9c68,occupation,Jean-Pierre Gibrat,"""Q103076""",screenplay,"""Q28389""",screenwriter,property_value_update,written work by screenwriters for a film or television program,"writer who writes for films, TV shows, comics and games",property_value_update
9850425,19,q16378$A24F7EFD-5A3F-497F-BDCE-787D7DEF4D3E,place of birth,Vijaygupta Maurya,"""Q1931349""",Porbandar Airport,"""Q6419912""",Porbandar,property_value_update,airport in India,city in Gujarat,property_value_update
560138204,150,q42824$86C9899D-76D8-4A2B-A5AA-425814F60534,contains the administrative territorial entity,Mato Grosso,"""Q2065041""",Santa Terezinha,"""Q1805676""",Barra do Bugres,property_value_update,"municipality of Mato Grosso state, Brazil","municipality of Mato Grosso state, Brazil",property_value_update
412628118,140,q138048$0927FDB0-AB51-45B6-B91D-BEF679735CCA,religion or worldview,Park Geun-hye,"""Q748""",Buddhism,"""Q7066""",atheism,property_value_update,Indian religion,absence of belief in the existence of deities; the opposite of theism,property_value_update
1540387701,54,Q339252$4954ddc4-3110-443d-933a-499d5d96acda,member of sports team,Loris Karius,"""Q20106798""",Junior Futbol Club,"""Q1130849""",Liverpool F.C.,property_value_update,"sports club in Sant Cugat del Vallès, Spain","association football club in Liverpool, England",property_value_update
963885941,4000,Q22699$7f46c58b-43c3-9080-f4f4-572a88d2ce4c,has fruit type,Castanea sativa,"""Q11009""",nut,"""Q30506015""",glans,property_value_update,"in botany, type of dry indehiscent fruit",aril-like indehiscent anthocarp,property_value_update
1555153992,410,Q125803$754e6506-d4c7-4edc-a5ed-da17157b2307,military or police rank,Walter von Bergmann,"""Q694005""",General of the Infantry,"""Q186024""",lieutenant,property_value_update,"general officer rank in the German Imperial Army, the interwar Reichswehr, and the Wehrmacht",military rank in many armies,property_value_update
1985263785,282,Q9091$1befdec2-4d22-141f-3397-cc5bda6ca2a0,writing system,Belarusian,"""Q8196""",Arabic alphabet,"""Q1828555""",Arabic script,property_value_update,alphabet for Arabic and other languages,writing system for Arabic and some Asian and African languages,refinement
2257020994,641,Q463118$41d53d34-49b9-6bd7-1597-e3385fec1444,sport,America East Conference,"""Q10871364""",baseball player,"""Q5369""",baseball,property_value_update,person who plays games of baseball,American-originated sport in which teams compete to score runs by hitting a thrown ball and advancing around bases,property_value_update
860459488,451,Q191088$80eaf826-4594-50f6-4d36-0a95e739f16d,unmarried partner,Joe Jonas,"""Q240573""",Sophie Turner,"""Q16843706""",Gigi Hadid,property_value_update,British actress,American fashion model and television personality (born 1995),property_value_update
67458810,31,q295014$95c87799-4462-1d97-1218-d91dfd014d85,instance of,AMD K6-III,"""Q5297""",microprocessor,"""Q432852""",list of AMD microprocessors,property_value_update,computer processor contained on an integrated-circuit chip,Wikimedia list article,property_value_update
1701066578,495,Q330663$8ACA6B74-592C-4431-B6A3-BA23992042A1,country of origin,My Name Is Khan,"""Q30""",United States,"""Q668""",India,property_value_update,country located primarily in North America,country in South Asia,property_value_update
466642526,366,Q22699$eb5e44e9-4606-d971-c835-25e27b5ccd95,has use,Castanea sativa,"""Q38695""",cooking,"""Q987767""",physical container,property_value_update,preparing food for consumption by the application of heat,"device creating a partially or fully enclosed space that can be used to contain, store, and transport objects or materials",property_value_update
337271381,1464,Q316841$810F7FEA-1B4D-4E9D-90F0-7D4A55D66197,category for people born here,Karlovo,"""Q10058146""",Category:Births in Karnobat,"""Q19600574""",Category:Births in Karlovo,property_value_update,Wikimedia category,Wikimedia category,property_value_update
1383352345,102,Q272379$5C8D0610-83CE-4955-822A-EB415F595B35,member of political party,Charlotte Roche,"""Q497668""",Třebovka,"""Q49766""",Alliance '90/The Greens,property_value_update,river in the Czech Republic,green political party in Germany,property_value_update
1569845303,118,q19498$93119923-7335-4CA0-B2D2-E65F446B9BFD,league or competition,Sheffield Wednesday F.C.,"""Q19510""",EFL Championship,"""Q19565""",EFL League One,property_value_update,second tier of the football pyramid of professional football league in England,division in English football league system,property_value_update
5810535,31,q199471$8138A010-A588-4CAC-A310-200C3047D2A2,instance of,afghani,"""Q266516""",generic currency sign,"""Q8142""",currency,property_value_update,glyph (¤) used for unspecified currency,generally accepted medium of exchange for goods or services,unrefinement
13028297,19,q151972$BA4BE8D6-0623-42E3-9DB4-825E813D3877,place of birth,Josephine Baker,"""Q1273955""",Saint Louis River,"""Q1617681""",Saint-Louis,property_value_update,"river in Minnesota and Wisconsin, United States of America","commune in La Réunion, France",property_value_update
11673051,131,q4511$ED49ADCB-BF8F-4CC1-B93C-94E38AEA4CE7,located in the administrative territorial entity,Kotayk Province,"""Q4793118""",Diocese of Armenia,"""Q399""",Armenia,property_value_update,former diocese of the Church of the East between the 5th and 14th centuries,sovereign state in the South Caucasus region of Eurasia,property_value_update
1791927757,106,Q467895$F079168A-D8F1-4DB8-A04C-FEF06692F9B2,occupation,Mohammed Abdel Wahab,"""Q10800557""",film actor,"""Q421957""",Actor,property_value_update,actor who appears in films,actor in the Unified Modeling Language (UML) \specifies a role played by a user or any other system that interacts with the subject.\,property_value_update
6041905,36,q17$C55C1B96-6A1B-4C0C-A7EF-8B5223A5F467,capital,Japan,"""Q1207735""",Tokyo City,"""Q1490""",Tokyo,property_value_update,"historic municipality in Japan, 1889-1943. now area of 23 special wards",capital and largest city of Japan,refinement
1865228791,176,Q385175$cfae5d71-411a-1994-a761-f2e41066ee12,manufacturer,BLS Re 465,"""Q52825""",ABB Group,"""Q29124039""",ABB,property_value_update,Swedish-Swiss robotics and electrical equipment company,Swedish company,refinement
